hebrew_word,lemma,transliteration,english_translation,parsing_abbreviation,strongs_number,book,chapter,ordinal
יִרְגְּז֕וּן,H7264,yir·gə·zūn,trembled,V‑Qal‑Imperf‑3mp | Pn,H7264,Habakkuk,3,470
יְרִיע֖וֹת,H3407,yə·rî·‘ō·wṯ,The curtains,N‑fpc,H3407,Habakkuk,3,471
אֶ֥רֶץ,H776,’e·reṣ,of the land,N‑fsc,H776,Habakkuk,3,472
מִדְיָֽן׃,H4080,miḏ·yān.,of Midian,N‑proper‑fs,H4080,Habakkuk,3,473
חָרָ֣ה,H2734,ḥā·rāh,[You] displeased,V‑Qal‑Perf‑3ms,H2734,Habakkuk,3,474
יְהוָ֔ה,H3068,"Yah·weh,",Yahweh,N‑proper‑ms,H3068,Habakkuk,3,475
אִ֤ם,H518,’im,[Was],Conj,H518,Habakkuk,3,476
בַּנְּהָרִים֙,H5104,ban·nə·hā·rîm,against the rivers,"Prep‑b, Art | N‑mp",H5104,Habakkuk,3,477
אַפֶּ֔ךָ,H639,"’ap·pe·ḵā,",Your anger,N‑msc | 2ms,H639,Habakkuk,3,478
אִם־,H518,’im-,[Was],Conj,H518,Habakkuk,3,479
בַּיָּ֖ם,H3220,bay·yām,against the sea,"Prep‑b, Art | N‑ms",H3220,Habakkuk,3,480
עֶבְרָתֶ֑ךָ,H5678,‘eḇ·rā·ṯe·ḵā;,Your wrath,N‑fsc | 2ms,H5678,Habakkuk,3,481
כִּ֤י,H3588,kî,that,Conj,H3588,Habakkuk,3,482
תִרְכַּב֙,H7392,ṯir·kaḇ,You rode,V‑Qal‑Imperf‑2ms,H7392,Habakkuk,3,483
עַל־,H5921,‘al-,on,Prep,H5921,Habakkuk,3,484
סוּסֶ֔יךָ,H5483,"sū·se·ḵā,",Your horses,N‑mpc | 2ms,H5483,Habakkuk,3,485
מַרְכְּבֹתֶ֖יךָ,H4818,mar·kə·ḇō·ṯe·ḵā,Your chariots,N‑fpc | 2ms,H4818,Habakkuk,3,486
יְשׁוּעָֽה׃,H3444,yə·šū·‘āh.,of salvation,N‑fs,H3444,Habakkuk,3,487
תֵעוֹר֙,H5783,ṯê·‘ō·wr,was made ready,V‑Nifal‑Imperf‑3fs,H5783,Habakkuk,3,488
קַשְׁתֶּ֔ךָ,H7198,"qaš·te·ḵā,",Your bow,N‑fsc | 2ms,H7198,Habakkuk,3,489
שְׁבֻע֥וֹת,H7621,šə·ḇu·‘ō·wṯ,was sworn,N‑fp,H7621,Habakkuk,3,490
מַטּ֖וֹת,H4294,maṭ·ṭō·wṯ,[over Your] arrows,N‑mp,H4294,Habakkuk,3,491
אֹ֣מֶר,H562,’ō·mer,speech,N‑ms,H562,Habakkuk,3,492
סֶ֑לָה,H5542,se·lāh;,Selah,Interjection,H5542,Habakkuk,3,493
נְהָר֖וֹת,H5104,nə·hā·rō·wṯ,With rivers,N‑mp,H5104,Habakkuk,3,494
תְּבַקַּע־,H1234,tə·ḇaq·qa‘-,You divided,V‑Piel‑Imperf‑2ms,H1234,Habakkuk,3,495
אָֽרֶץ׃,H776,’ā·reṣ.,the earth,N‑fs,H776,Habakkuk,3,496
יָחִ֙ילוּ֙,H2342,yā·ḥî·lū,[and] trembled,V‑Qal‑Imperf‑3mp,H2342,Habakkuk,3,497
הָרִ֔ים,H2022,"hā·rîm,",the mountains,N‑mp,H2022,Habakkuk,3,498
זֶ֥רֶם,H2230,ze·rem,the overflowing,N‑msc,H2230,Habakkuk,3,499
מַ֖יִם,H4325,ma·yim,of the water,N‑mp,H4325,Habakkuk,3,500
עָבָ֑ר,H5674,‘ā·ḇār;,passed by,V‑Qal‑Perf‑3ms,H5674,Habakkuk,3,501
נָתַ֤ן,H5414,nā·ṯan,uttered,V‑Qal‑Perf‑3ms,H5414,Habakkuk,3,502
תְּהוֹם֙,H8415,tə·hō·wm,the deep,N‑cs,H8415,Habakkuk,3,503
קוֹל֔וֹ,H6963,"qō·w·lōw,",its voice,N‑msc | 3ms,H6963,Habakkuk,3,504
ר֖וֹם,H7315,rō·wm,on high,N‑msc,H7315,Habakkuk,3,505
יָדֵ֥יהוּ,H3027,yā·ḏê·hū,its hands,N‑fsc | 3ms,H3027,Habakkuk,3,506
נָשָֽׂא׃,H5375,nā·śā.,[And] lifted,V‑Qal‑Perf‑3ms,H5375,Habakkuk,3,507
יָרֵ֖חַ,H3394,yā·rê·aḥ,and moon,N‑ms,H3394,Habakkuk,3,508
עָ֣מַד,H5975,‘ā·maḏ,stood still,V‑Qal‑Perf‑3ms,H5975,Habakkuk,3,509
זְבֻ֑לָה,H2073,zə·ḇu·lāh;,in their habitation,N‑ms | 3fs,H2073,Habakkuk,3,510
לְא֤וֹר,H216,lə·’ō·wr,at the light,Prep‑l | N‑cs,H216,Habakkuk,3,511
חִצֶּ֙יךָ֙,H2671,ḥiṣ·ṣe·ḵā,of Your arrows,N‑mpc | 2ms,H2671,Habakkuk,3,512
יְהַלֵּ֔כוּ,H1980,"yə·hal·lê·ḵū,",they went,V‑Piel‑Imperf‑3mp,H1980,Habakkuk,3,513
לְנֹ֖גַהּ,H5051,lə·nō·ḡah,at the shining,Prep‑l | N‑fs,H5051,Habakkuk,3,514
בְּרַ֥ק,H1300,bə·raq,glittering,N‑msc,H1300,Habakkuk,3,515
חֲנִיתֶֽךָ׃,H2595,ḥă·nî·ṯe·ḵā.,of Your spear,N‑fsc | 2ms,H2595,Habakkuk,3,516
תִּצְעַד־,H6805,tiṣ·‘aḏ-,You marched through,V‑Qal‑Imperf‑2ms,H6805,Habakkuk,3,517
אָ֑רֶץ,H776,’ā·reṣ;,the land,N‑fs,H776,Habakkuk,3,518
בְּאַ֖ף,H639,bə·’ap̄,in anger,Prep‑b | N‑ms,H639,Habakkuk,3,519
תָּד֥וּשׁ,H1758,tā·ḏūš,You trampled,V‑Qal‑Imperf‑2ms,H1758,Habakkuk,3,520
גּוֹיִֽם׃,H1471,gō·w·yim.,the nations,N‑mp,H1471,Habakkuk,3,521
לְיֵ֣שַׁע,H3468,lə·yê·ša‘,for the salvation,Prep‑l | N‑msc,H3468,Habakkuk,3,522
עַמֶּ֔ךָ,H5971,"‘am·me·ḵā,",of Your people,N‑msc | 2ms,H5971,Habakkuk,3,523
לְיֵ֖שַׁע,H3468,lə·yê·ša‘,for salvation,Prep‑l | N‑ms,H3468,Habakkuk,3,524
אֶת־,H853,’eṯ-,with,DirObjM,H853,Habakkuk,3,525
מְשִׁיחֶ֑ךָ,H4899,mə·šî·ḥe·ḵā;,Your Anointed,Adj‑msc | 2ms,H4899,Habakkuk,3,526
מָחַ֤צְתָּ,H4272,mā·ḥaṣ·tā,You struck,V‑Qal‑Perf‑2ms,H4272,Habakkuk,3,527
רֹּאשׁ֙,H7218,rōš,the head,N‑ms,H7218,Habakkuk,3,528
מִבֵּ֣ית,H1004,mib·bêṯ,from the house,Prep‑m | N‑msc,H1004,Habakkuk,3,529
רָשָׁ֔ע,H7563,"rā·šā‘,",of the wicked,Adj‑ms,H7563,Habakkuk,3,530
עָר֛וֹת,H6168,‘ā·rō·wṯ,by laying bare,V‑Piel‑InfAbs,H6168,Habakkuk,3,531
יְס֥וֹד,H3247,yə·sō·wḏ,from foundation,N‑ms,H3247,Habakkuk,3,532
עַד־,H5704,‘aḏ-,to,Prep,H5704,Habakkuk,3,533
צַוָּ֖אר,H6677,ṣaw·wār,neck,N‑ms,H6677,Habakkuk,3,534
סֶֽלָה׃,H5542,se·lāh.,Selah,Interjection,H5542,Habakkuk,3,535
בְמַטָּיו֙,H4294,ḇə·maṭ·ṭāw,with his own arrows,Prep‑b | N‑mpc | 3ms,H4294,Habakkuk,3,536
רֹ֣אשׁ,H7218,rōš,the head,N‑msc,H7218,Habakkuk,3,537
(פְּרָזָ֔יו),H6518,"pə·rā·zāw,",his villages,N‑mpc | 3ms,H6518,Habakkuk,3,538
יִסְעֲר֖וּ,H5590,yis·‘ă·rū,They came out like a whirlwind,V‑Qal‑Imperf‑3mp,H5590,Habakkuk,3,539
לַהֲפִיצֵ֑נִי,H6327,la·hă·p̄î·ṣê·nî;,to scatter me,Prep‑l | V‑Hifil‑Inf | 1cs,H6327,Habakkuk,3,540
עֲלִ֣יצֻתָ֔ם,H5951,"‘ă·lî·ṣu·ṯām,",their rejoicing was,N‑fsc | 3mp,H5951,Habakkuk,3,541
כְּמוֹ־,H3644,kə·mōw-,as,Prep,H3644,Habakkuk,3,542
לֶאֱכֹ֥ל,H398,le·’ĕ·ḵōl,like feasting on,Prep‑l | V‑Qal‑Inf,H398,Habakkuk,3,543
עָנִ֖י,H6041,‘ā·nî,the poor,Adj‑ms,H6041,Habakkuk,3,544
בַּמִּסְתָּֽר׃,H4565,bam·mis·tār.,in secret,"Prep‑b, Art | N‑ms",H4565,Habakkuk,3,545
בַיָּ֖ם,H3220,ḇay·yām,through the sea,"Prep‑b, Art | N‑ms",H3220,Habakkuk,3,546
סוּסֶ֑יךָ,H5483,sū·se·ḵā;,with Your horses,N‑mpc | 2ms,H5483,Habakkuk,3,547
חֹ֖מֶר,H2563,ḥō·mer,Through the heap,N‑msc,H2563,Habakkuk,3,548
מַ֥יִם,H4325,ma·yim,of waters,N‑mp,H4325,Habakkuk,3,549
רַבִּֽים׃,H7227,rab·bîm.,great,Adj‑mp,H7227,Habakkuk,3,550
וַתִּרְגַּ֣ז,H7264,wat·tir·gaz,and trembled,Conj‑w | V‑Qal‑ConsecImperf‑3fs,H7264,Habakkuk,3,551
בִּטְנִ֗י,H990,"biṭ·nî,",my body,N‑fsc | 1cs,H990,Habakkuk,3,552
לְקוֹל֙,H6963,lə·qō·wl,at the voice,Prep‑l | N‑ms,H6963,Habakkuk,3,553
צָלֲל֣וּ,H6750,ṣā·lă·lū,quivered,V‑Qal‑Perf‑3cp,H6750,Habakkuk,3,554
שְׂפָתַ֔י,H8193,"śə·p̄ā·ṯay,",My lips,N‑fdc | 1cs,H8193,Habakkuk,3,555
יָב֥וֹא,H935,yā·ḇō·w,entered,V‑Qal‑Imperf‑3ms,H935,Habakkuk,3,556
רָקָ֛ב,H7538,rā·qāḇ,Rottenness,N‑ms,H7538,Habakkuk,3,557
בַּעֲצָמַ֖י,H6106,ba·‘ă·ṣā·may,my bones,Prep‑b | N‑fpc | 1cs,H6106,Habakkuk,3,558
וְתַחְתַּ֣י,H8478,wə·ṯaḥ·tay,and in myself,Conj‑w | Prep | 1cs,H8478,Habakkuk,3,559
אֶרְגָּ֑ז,H7264,’er·gāz;,I trembled,V‑Qal‑Imperf‑1cs,H7264,Habakkuk,3,560
אֲשֶׁ֤ר,H834,’ă·šer,that,Pro‑r,H834,Habakkuk,3,561
אָנ֙וּחַ֙,H5117,’ā·nū·aḥ,I might rest,V‑Qal‑Imperf‑1cs,H5117,Habakkuk,3,562
לְי֣וֹם,H3117,lə·yō·wm,in the day,Prep‑l | N‑msc,H3117,Habakkuk,3,563
צָרָ֔ה,H6869,"ṣā·rāh,",of trouble,N‑fs,H6869,Habakkuk,3,564
לַעֲל֖וֹת,H5927,la·‘ă·lō·wṯ,when he comes up,Prep‑l | V‑Qal‑Inf,H5927,Habakkuk,3,565
לְעַ֥ם,H5971,lə·‘am,to the people,Prep‑l | N‑ms,H5971,Habakkuk,3,566
יְגוּדֶֽנּוּ׃,H1464,yə·ḡū·ḏen·nū.,He will invade them with his troops,V‑Qal‑Imperf‑3ms | 1cpe,H1464,Habakkuk,3,567
תְאֵנָ֣ה,H8384,ṯə·’ê·nāh,the fig tree,N‑fs,H8384,Habakkuk,3,568
לֹֽא־,H3808,lō-,not,Adv‑NegPrt,H3808,Habakkuk,3,569
תִפְרָ֗ח,H6524,"ṯip̄·rāḥ,",may blossom,V‑Qal‑Imperf‑3fs,H6524,Habakkuk,3,570
וְאֵ֤ין,H369,wə·’ên,and no,Conj‑w | Adv,H369,Habakkuk,3,571
יְבוּל֙,H2981,yə·ḇūl,fruit be,N‑ms,H2981,Habakkuk,3,572
בַּגְּפָנִ֔ים,H1612,"bag·gə·p̄ā·nîm,",on the vines,"Prep‑b, Art | N‑cp",H1612,Habakkuk,3,573
כִּחֵשׁ֙,H3584,ki·ḥêš,Though may fail,V‑Piel‑Perf‑3ms,H3584,Habakkuk,3,574
מַעֲשֵׂה־,H4639,ma·‘ă·śêh-,the labor,N‑msc,H4639,Habakkuk,3,575
זַ֔יִת,H2132,"za·yiṯ,",of the olive,N‑ms,H2132,Habakkuk,3,576
וּשְׁדֵמ֖וֹת,H7709,ū·šə·ḏê·mō·wṯ,and the fields,Conj‑w | N‑fp,H7709,Habakkuk,3,577
לֹא־,H3808,lō-,no,Adv‑NegPrt,H3808,Habakkuk,3,578
עָ֣שָׂה,H6213,‘ā·śāh,yield,V‑Qal‑Perf‑3ms,H6213,Habakkuk,3,579
אֹ֑כֶל,H400,’ō·ḵel;,food,N‑ms,H400,Habakkuk,3,580
גָּזַ֤ר,H1504,gā·zar,Though may be cut off,V‑Qal‑Perf‑3ms,H1504,Habakkuk,3,581
מִמִּכְלָה֙,H4356,mim·miḵ·lāh,from the fold,Prep‑m | N‑fs,H4356,Habakkuk,3,582
צֹ֔אן,H6629,"ṣōn,",the flock,N‑cs,H6629,Habakkuk,3,583
וְאֵ֥ין,H369,wə·’ên,and there be no,Conj‑w | Adv,H369,Habakkuk,3,584
בָּקָ֖ר,H1241,bā·qār,herd,N‑ms,H1241,Habakkuk,3,585
בָּרְפָתִֽים׃,H7517,bā·rə·p̄ā·ṯîm.,in the stalls,"Prep‑b, Art | N‑mp",H7517,Habakkuk,3,586
בַּיהוָ֣ה,H3068,Yah·weh,in Yahweh,Prep‑b | N‑proper‑ms,H3068,Habakkuk,3,587
אֶעְל֑וֹזָה,H5937,’e‘·lō·w·zāh;,will rejoice,V‑Qal‑Imperf.Cohort‑1cs,H5937,Habakkuk,3,588
אָגִ֖ילָה,H1523,’ā·ḡî·lāh,I will joy,V‑Qal‑Imperf.Cohort‑1cs,H1523,Habakkuk,3,589
בֵּאלֹהֵ֥י,H430,bê·lō·hê,in the God,Prep‑b | N‑mpc,H430,Habakkuk,3,590
יִשְׁעִֽי׃,H3468,yiš·‘î.,of my salvation,N‑msc | 1cs,H3468,Habakkuk,3,591
אֲדֹנָי֙,H136,’ă·ḏō·nāy,the Lord is,N‑proper‑ms,H136,Habakkuk,3,592
חֵילִ֔י,H2428,"ḥê·lî,",my strength,N‑msc | 1cs,H2428,Habakkuk,3,593
וַיָּ֤שֶׂם,H7760,way·yā·śem,and He will make,Conj‑w | V‑Qal‑ConsecImperf‑3ms,H7760,Habakkuk,3,594
רַגְלַי֙,H7272,raḡ·lay,my feet,N‑fdc | 1cs,H7272,Habakkuk,3,595
כָּֽאַיָּל֔וֹת,H355,"kā·’ay·yā·lō·wṯ,",like deer's [feet],"Prep‑k, Art | N‑fp",H355,Habakkuk,3,596
וְעַ֥ל,H5921,wə·‘al,and on,Conj‑w | Prep,H5921,Habakkuk,3,597
בָּמוֹתַ֖י,H1116,bā·mō·w·ṯay,my high hills,N‑fpc | 1cs,H1116,Habakkuk,3,598
יַדְרִכֵ֑נִי,H1869,yaḏ·ri·ḵê·nî;,He will make me walk,V‑Hifil‑Imperf‑3ms | 1cs,H1869,Habakkuk,3,599
לַמְנַצֵּ֖חַ,H5329,lam·naṣ·ṣê·aḥ,to the Chief Musician,"Prep‑l, Art | V‑Piel‑Prtcpl‑ms",H5329,Habakkuk,3,600
בִּנְגִינוֹתָֽי׃,H5058,bin·ḡî·nō·w·ṯāy.,with my stringed instruments,Prep‑b | N‑fp,H5058,Habakkuk,3,601
