hebrew_word,lemma,transliteration,english_translation,parsing_abbreviation,strongs_number,book,chapter,ordinal
הַשִּׁירִ֖ים,H7892,haš·šî·rîm,of songs,Art | N‑mp,H7892,Song of Songs,1,1
אֲשֶׁ֥ר,H834,’ă·šer,that,Pro‑r,H834,Song of Songs,1,2
לִשְׁלֹמֹֽה׃,H8010,liš·lō·mōh.,[is] of Solomon,Prep‑l | N‑proper‑ms,H8010,Song of Songs,1,3
מִנְּשִׁיק֣וֹת,H5390,min·nə·šî·qō·wṯ,with the kisses,Prep‑m | N‑fpc,H5390,Song of Songs,1,4
פִּ֔יהוּ,H6310,"pî·hū,",of his mouth,N‑msc | 3ms,H6310,Song of Songs,1,5
כִּֽי־,H3588,kî-,for,Conj,H3588,Song of Songs,1,6
טוֹבִ֥ים,H2896,ṭō·w·ḇîm,[is] better,Adj‑mp,H2896,Song of Songs,1,7
דֹּדֶ֖יךָ,H1730,dō·ḏe·ḵā,your love,N‑mpc | 2ms,H1730,Song of Songs,1,8
מִיָּֽיִן׃,H3196,mî·yā·yin.,than wine,Prep‑m | N‑ms,H3196,Song of Songs,1,9
שְׁמָנֶ֣יךָ,H8081,šə·mā·ne·ḵā,of your ointments,N‑mpc | 2ms,H8081,Song of Songs,1,10
תּוּרַ֣ק,H7324,tū·raq,poured forth,V‑Hofal‑Imperf‑3fs,H7324,Song of Songs,1,13
שְׁמֶ֑ךָ,H8034,šə·me·ḵā;,Your name [is],N‑msc | 2ms,H8034,Song of Songs,1,14
עַל־,H5921,‘al-,upon,Prep,H5921,Song of Songs,1,15
כֵּ֖ן,H3651,kên,thus,Adv,H3651,Song of Songs,1,16
עֲלָמ֥וֹת,H5959,‘ă·lā·mō·wṯ,the virgins,N‑fp,H5959,Song of Songs,1,17
אֲהֵבֽוּךָ׃,H157,’ă·hê·ḇū·ḵā.,love you,V‑Qal‑Perf‑3cp | 2ms,H157,Song of Songs,1,18
אַחֲרֶ֣יךָ,H310,’a·ḥă·re·ḵā,after you,Prep | 2ms,H310,Song of Songs,1,19
נָּר֑וּצָה,H7323,nā·rū·ṣāh;,we will run,V‑Qal‑Imperf.Cohort‑1cp,H7323,Song of Songs,1,20
הֱבִיאַ֨נִי,H935,hĕ·ḇî·’a·nî,has brought me,V‑Hifil‑Perf‑3ms | 1cs,H935,Song of Songs,1,21
הַמֶּ֜לֶךְ,H4428,ham·me·leḵ,the king,Art | N‑ms,H4428,Song of Songs,1,22
חֲדָרָ֗יו,H2315,"ḥă·ḏā·rāw,",into his chambers,N‑mpc | 3ms,H2315,Song of Songs,1,23
נָגִ֤ילָה,H1523,nā·ḡî·lāh,We will be glad,V‑Qal‑Imperf.Cohort‑1cp,H1523,Song of Songs,1,24
וְנִשְׂמְחָה֙,H8055,wə·niś·mə·ḥāh,and rejoice,Conj‑w | V‑Qal‑ConjImperf.Cohort‑1cp,H8055,Song of Songs,1,25
נַזְכִּ֤ירָה,H2142,naz·kî·rāh,we will remember,V‑Hifil‑Imperf.Cohort‑1cp,H2142,Song of Songs,1,26
מֵישָׁרִ֖ים,H4339,mê·šā·rîm,Rightly,N‑mp,H4339,Song of Songs,1,29
אֲנִי֙,H589,’ă·nî,I,Pro‑1cs,H589,Song of Songs,1,31
וְֽנָאוָ֔ה,H5000,"wə·nā·wāh,",but lovely,Conj‑w | Adj‑fs,H5000,Song of Songs,1,32
בְּנ֖וֹת,H1323,bə·nō·wṯ,daughters,N‑fpc,H1323,Song of Songs,1,33
יְרוּשָׁלִָ֑ם,H3389,yə·rū·šā·lim;,of Jerusalem,N‑proper‑fs,H3389,Song of Songs,1,34
כְּאָהֳלֵ֣י,H168,kə·’ā·ho·lê,Like the tents,Prep‑k | N‑mpc,H168,Song of Songs,1,35
קֵדָ֔ר,H6938,"qê·ḏār,",of Kedar,N‑proper‑fs,H6938,Song of Songs,1,36
כִּירִיע֖וֹת,H3407,kî·rî·‘ō·wṯ,Like the curtains,Prep‑k | N‑fpc,H3407,Song of Songs,1,37
תִּרְא֙וּנִי֙,H7200,tir·’ū·nî,do look upon me,V‑Qal‑Imperf‑2mp | 1cs,H7200,Song of Songs,1,39
שְׁחַרְחֹ֔רֶת,H7840,"šə·ḥar·ḥō·reṯ,",[am] dark,Adj‑fs,H7840,Song of Songs,1,41
שֶׁשֱּׁזָפַ֖תְנִי,H7805,šeš·šĕ·zā·p̄aṯ·nî,because has tanned me,Pro‑r | V‑Qal‑Perf‑3fs | 1cs,H7805,Song of Songs,1,42
הַשָּׁ֑מֶשׁ,H8121,haš·šā·meš;,the sun,Art | N‑cs,H8121,Song of Songs,1,43
בְּנֵ֧י,H1121,bə·nê,sons,N‑mpc,H1121,Song of Songs,1,44
אִמִּ֣י,H517,’im·mî,of My mother,N‑fsc | 1cs,H517,Song of Songs,1,45
נִֽחֲרוּ־,H2787,ni·ḥă·rū-,were angry,V‑Nifal‑Perf‑3cp,H2787,Song of Songs,1,46
שָׂמֻ֙נִי֙,H7760,śā·mu·nî,they made me,V‑Qal‑Perf‑3cp | 1cs,H7760,Song of Songs,1,47
נֹטֵרָ֣ה,H5201,nō·ṭê·rāh,the keeper,V‑Qal‑Prtcpl‑fs,H5201,Song of Songs,1,48
אֶת־,H853,’eṯ-,of,DirObjM,H853,Song of Songs,1,49
הַכְּרָמִ֔ים,H3754,"hak·kə·rā·mîm,",the vineyards,Art | N‑mp,H3754,Song of Songs,1,50
לֹ֥א,H3808,lō,not,Adv‑NegPrt,H3808,Song of Songs,1,52
נַפְשִׁ֔י,H5315,"nap̄·šî,",I,N‑fsc | 1cs,H5315,Song of Songs,1,55
אֵיכָ֣ה,H349,’ê·ḵāh,where,Interjection,H349,Song of Songs,1,56
תִרְעֶ֔ה,H7462,"ṯir·‘eh,",you feed [your flock],V‑Qal‑Imperf‑2ms,H7462,Song of Songs,1,57
תַּרְבִּ֣יץ,H7257,tar·bîṣ,you make [it] rest,V‑Hifil‑Imperf‑2ms,H7257,Song of Songs,1,59
בַּֽצָּהֳרָ֑יִם,H6672,baṣ·ṣā·ho·rā·yim;,at noon,"Prep‑b, Art | N‑mp",H6672,Song of Songs,1,60
שַׁלָּמָ֤ה,H4100,šal·lā·māh,for why,Pr | Interrog,H4100,Song of Songs,1,61
אֶֽהְיֶה֙,H1961,’eh·yeh,should I be,V‑Qal‑Imperf‑1cs,H1961,Song of Songs,1,62
כְּעֹ֣טְיָ֔ה,H5844,"kə·‘ō·ṭə·yāh,",as one who veils herself,Prep‑k | V‑Qal‑Prtcpl‑fs,H5844,Song of Songs,1,63
עֶדְרֵ֥י,H5739,‘eḏ·rê,the flocks,N‑mpc,H5739,Song of Songs,1,65
חֲבֵרֶֽיךָ׃,H2270,ḥă·ḇê·re·ḵā.,of your companions,N‑mpc | 2ms,H2270,Song of Songs,1,66
תֵדְעִי֙,H3045,ṯê·ḏə·‘î,do know,V‑Qal‑Imperf‑2fs,H3045,Song of Songs,1,68
הַיָּפָ֖ה,H3303,hay·yā·p̄āh,fairest,Art | Adj‑fs,H3303,Song of Songs,1,69
בַּנָּשִׁ֑ים,H802,ban·nā·šîm;,among women,"Prep‑b, Art | N‑fp",H802,Song of Songs,1,70
צְֽאִי־,H3318,ṣə·’î-,Follow,V‑Qal‑Imp‑fs,H3318,Song of Songs,1,71
בְּעִקְבֵ֣י,H6119,bə·‘iq·ḇê,in the footsteps,Prep‑b | N‑mpc,H6119,Song of Songs,1,72
הַצֹּ֗אן,H6629,"haṣ·ṣōn,",of the flock,Art | N‑cs,H6629,Song of Songs,1,73
גְּדִיֹּתַ֔יִךְ,H1429,"gə·ḏî·yō·ṯa·yiḵ,",your little goats,N‑fpc | 2fs,H1429,Song of Songs,1,76
מִשְׁכְּנ֥וֹת,H4908,miš·kə·nō·wṯ,tents,N‑mpc,H4908,Song of Songs,1,78
בְּרִכְבֵ֣י,H7393,bə·riḵ·ḇê,among chariots,Prep‑b | N‑mpc,H7393,Song of Songs,1,80
פַרְעֹ֔ה,H6547,"p̄ar·‘ōh,",Of Pharaoh,N‑proper‑ms,H6547,Song of Songs,1,81
דִּמִּיתִ֖יךְ,H1819,dim·mî·ṯîḵ,I have compared you,V‑Piel‑Perf‑1cs | 2fs,H1819,Song of Songs,1,82
רַעְיָתִֽי׃,H7474,ra‘·yā·ṯî.,my love,N‑fsc | 1cs,H7474,Song of Songs,1,83
לְחָיַ֙יִךְ֙,H3895,lə·ḥā·ya·yiḵ,Your cheeks,N‑fdc | 2fs,H3895,Song of Songs,1,84
בַּתֹּרִ֔ים,H8447,"bat·tō·rîm,",with ornaments,"Prep‑b, Art | N‑mp",H8447,Song of Songs,1,85
צַוָּארֵ֖ךְ,H6677,ṣaw·wā·rêḵ,Your neck,N‑msc | 2fs,H6677,Song of Songs,1,86
בַּחֲרוּזִֽים׃,H2737,ba·ḥă·rū·zîm.,with chains [of gold],"Prep‑b, Art | N‑mp",H2737,Song of Songs,1,87
זָהָב֙,H2091,zā·hāḇ,of gold,N‑ms,H2091,Song of Songs,1,88
נַעֲשֶׂה־,H6213,na·‘ă·śeh-,we will make,V‑Qal‑Imperf‑1cp,H6213,Song of Songs,1,89
עִ֖ם,H5973,‘im,with,Prep,H5973,Song of Songs,1,90
נְקֻדּ֥וֹת,H5351,nə·qud·dō·wṯ,studs,N‑fpc,H5351,Song of Songs,1,91
הַכָּֽסֶף׃,H3701,hak·kā·sep̄.,of silver,Art | N‑ms,H3701,Song of Songs,1,92
בִּמְסִבּ֔וֹ,H4524,"bim·sib·bōw,",at his table,Prep‑b | N‑msc | 3ms,H4524,Song of Songs,1,94
נִרְדִּ֖י,H5373,nir·dî,My spikenard,N‑msc | 1cs,H5373,Song of Songs,1,95
נָתַ֥ן,H5414,nā·ṯan,sends forth,V‑Qal‑Perf‑3ms,H5414,Song of Songs,1,96
רֵיחֽוֹ׃,H7381,rê·ḥōw.,its fragrance,N‑msc | 3ms,H7381,Song of Songs,1,97
הַמֹּ֤ר ׀,H4753,ham·mōr,of myrrh,Art | N‑ms,H4753,Song of Songs,1,98
בֵּ֥ין,H996,bên,between,Prep,H996,Song of Songs,1,100
שָׁדַ֖י,H7699,šā·ḏay,my breasts,N‑mdc | 1cs,H7699,Song of Songs,1,101
יָלִֽין׃,H3885,yā·lîn.,that lies all night,V‑Qal‑Imperf‑3ms,H3885,Song of Songs,1,102
הַכֹּ֤פֶר ׀,H3724,hak·kō·p̄er,of henna [blooms],Art | N‑ms,H3724,Song of Songs,1,103
גֶּֽדִי׃,H5872,ge·ḏî.,En Gedi,N‑proper‑fs,H5872,Song of Songs,1,106
הִנָּ֥ךְ,H2005,hin·nāḵ,behold you [are],Interjection | 2fs,H2005,Song of Songs,1,109
עֵינַ֥יִךְ,H5869,‘ê·na·yiḵ,You [have] eyes,N‑cdc | 2fs,H5869,Song of Songs,1,111
יוֹנִֽים׃,H3123,yō·w·nîm.,dove's,N‑fp,H3123,Song of Songs,1,112
אַ֣ף,H637,’ap̄,Yes,Conj,H637,Song of Songs,1,115
נָעִ֔ים,H5273,"nā·‘îm,",pleasant,Adj‑ms,H5273,Song of Songs,1,116
עַרְשֵׂ֖נוּ,H6210,‘ar·śê·nū,our bed,N‑fsc | 1cp,H6210,Song of Songs,1,118
רַעֲנָנָֽה׃,H7488,ra·‘ă·nā·nāh.,[is] green,Adj‑fs,H7488,Song of Songs,1,119
בָּתֵּ֙ינוּ֙,H1004,bāt·tê·nū,of our houses,N‑mpc | 1cp,H1004,Song of Songs,1,120
אֲרָזִ֔ים,H730,"’ă·rā·zîm,",[are] cedar,N‑mp,H730,Song of Songs,1,121
(רַהִיטֵ֖נוּ),H7351,ra·hî·ṭê·nū,[And] our rafters of,N‑msc | 1cp,H7351,Song of Songs,1,122
בְּרוֹתִֽים׃,H1266,bə·rō·w·ṯîm.,fir,N‑mp,H1266,Song of Songs,1,123
חֲבַצֶּ֣לֶת,H2261,ḥă·ḇaṣ·ṣe·leṯ,[am] the rose,N‑fsc,H2261,Song of Songs,2,124
הַשָּׁר֔וֹן,H8289,"haš·šā·rō·wn,",of Sharon,Art | N‑proper‑fs,H8289,Song of Songs,2,125
שֽׁוֹשַׁנַּ֖ת,H7799,šō·wō·šan·naṯ,[And] the lily,N‑csc,H7799,Song of Songs,2,126
הָעֲמָקִֽים׃,H6010,hā·‘ă·mā·qîm.,of the valleys,Art | N‑mp,H6010,Song of Songs,2,127
הַחוֹחִ֔ים,H2336,"ha·ḥō·w·ḥîm,",thorns,Art | N‑mp,H2336,Song of Songs,2,129
בַּעֲצֵ֣י,H6086,ba·‘ă·ṣê,among the trees,Prep‑b | N‑mpc,H6086,Song of Songs,2,134
הַיַּ֔עַר,H3293,"hay·ya·‘ar,",of the woods,Art | N‑ms,H3293,Song of Songs,2,135
בְּצִלּוֹ֙,H6738,bə·ṣil·lōw,In his shade with,Prep‑b | N‑msc | 3ms,H6738,Song of Songs,2,140
חִמַּ֣דְתִּי,H2530,ḥim·maḏ·tî,great delight,V‑Piel‑Perf‑1cs,H2530,Song of Songs,2,141
וְיָשַׁ֔בְתִּי,H3427,"wə·yā·šaḇ·tî,",and I sat down,Conj‑w | V‑Qal‑ConjPerf‑1cs,H3427,Song of Songs,2,142
וּפִרְי֖וֹ,H6529,ū·p̄ir·yōw,and his fruit,Conj‑w | N‑msc | 3ms,H6529,Song of Songs,2,143
מָת֥וֹק,H4966,mā·ṯō·wq,[was] sweet,Adj‑ms,H4966,Song of Songs,2,144
לְחִכִּֽי׃,H2441,lə·ḥik·kî.,to my taste,Prep‑l | N‑msc | 1cs,H2441,Song of Songs,2,145
אֶל־,H413,’el-,to,Prep,H413,Song of Songs,2,146
וְדִגְל֥וֹ,H1714,wə·ḏiḡ·lōw,and his banner,Conj‑w | N‑msc | 3ms,H1714,Song of Songs,2,149
אַהֲבָֽה׃,H160,’a·hă·ḇāh.,[was] love,N‑fs,H160,Song of Songs,2,151
בָּֽאֲשִׁישׁ֔וֹת,H809,"bā·’ă·šî·šō·wṯ,",with cakes of raisins,"Prep‑b, Art | N‑fp",H809,Song of Songs,2,152
רַפְּד֖וּנִי,H7502,rap·pə·ḏū·nî,Refresh me,V‑Piel‑Imp‑mp | 1cs,H7502,Song of Songs,2,153
בַּתַּפּוּחִ֑ים,H8598,bat·tap·pū·ḥîm;,with apples,"Prep‑b, Art | N‑mp",H8598,Song of Songs,2,154
חוֹלַ֥ת,H2470,ḥō·w·laṯ,sick,V‑Qal‑Prtcpl‑fsc,H2470,Song of Songs,2,156
תַּ֣חַת,H8478,ta·ḥaṯ,under,Prep,H8478,Song of Songs,2,159
לְרֹאשִׁ֔י,H7218,"lə·rō·šî,",under my head,Prep‑l | N‑msc | 1cs,H7218,Song of Songs,2,160
וִימִינ֖וֹ,H3225,wî·mî·nōw,and his right hand,Conj‑w | N‑fsc | 3ms,H3225,Song of Songs,2,161
תְּחַבְּקֵֽנִי׃,H2263,tə·ḥab·bə·qê·nî.,embraces me,V‑Piel‑Imperf‑3fs | 1cs,H2263,Song of Songs,2,162
בִּצְבָא֔וֹת,H6643,"biṣ·ḇā·’ō·wṯ,",by the gazelles,Prep‑b | N‑fp,H6643,Song of Songs,2,166
א֖וֹ,H176,’ōw,or,Conj,H176,Song of Songs,2,167
בְּאַיְל֣וֹת,H355,bə·’ay·lō·wṯ,by the does,Prep‑b | N‑fpc,H355,Song of Songs,2,168
הַשָּׂדֶ֑ה,H7704,haś·śā·ḏeh;,of the field,Art | N‑ms,H7704,Song of Songs,2,169
אִם־,H518,’im-,not,Conj,H518,Song of Songs,2,170
תָּעִ֧ירוּ ׀,H5782,tā·‘î·rū,do stir up,V‑Hifil‑Imperf‑2mp,H5782,Song of Songs,2,171
עַ֥ד,H5704,‘aḏ,Until it pleases,Conj‑w | V‑Qal‑ConjImperf‑3fs,H5704,Song of Songs,2,176
שֶׁתֶּחְפָּֽץ׃,H2654,šet·teḥ·pāṣ.,until he please,Verb,H2654,Song of Songs,2,177
הִנֵּה־,H2009,hin·nêh-,behold,Interjection,H2009,Song of Songs,2,179
זֶ֖ה,H2088,zeh,this [one],Pro‑ms,H2088,Song of Songs,2,180
מְדַלֵּג֙,H1801,mə·ḏal·lêḡ,Leaping,V‑Piel‑Prtcpl‑ms,H1801,Song of Songs,2,182
הֶ֣הָרִ֔ים,H2022,"he·hā·rîm,",the mountains,Art | N‑mp,H2022,Song of Songs,2,184
מְקַפֵּ֖ץ,H7092,mə·qap·pêṣ,Skipping,V‑Piel‑Prtcpl‑ms,H7092,Song of Songs,2,185
הַגְּבָעֽוֹת׃,H1389,hag·gə·ḇā·‘ō·wṯ.,the hills,Art | N‑fp,H1389,Song of Songs,2,187
לְעֹ֣פֶר,H6082,lə·‘ō·p̄er,young,Prep‑l | N‑msc,H6082,Song of Songs,2,191
הָֽאַיָּלִ֑ים,H354,hā·’ay·yā·lîm;,a stag,Art | N‑mp,H354,Song of Songs,2,192
עוֹמֵד֙,H5975,‘ō·w·mêḏ,stands,V‑Qal‑Prtcpl‑ms,H5975,Song of Songs,2,195
כָּתְלֵ֔נוּ,H3796,"kā·ṯə·lê·nū,",our wall,N‑msc | 1cp,H3796,Song of Songs,2,197
מַשְׁגִּ֙יחַ֙,H7688,maš·gî·aḥ,He is looking,V‑Hifil‑Prtcpl‑ms,H7688,Song of Songs,2,198
מִן־,H4480,min-,through,Prep,H4480,Song of Songs,2,199
הַֽחֲלֹּנ֔וֹת,H2474,"ha·ḥăl·lō·nō·wṯ,",the windows,Art | N‑cp,H2474,Song of Songs,2,200
מֵצִ֖יץ,H6692,mê·ṣîṣ,Gazing,V‑Hifil‑Prtcpl‑ms,H6692,Song of Songs,2,201
הַֽחֲרַכִּֽים׃,H2762,ha·ḥă·rak·kîm.,the lattice,Art | N‑mp,H2762,Song of Songs,2,203
וְאָ֣מַר,H559,wə·’ā·mar,and said,Conj‑w | V‑Qal‑ConjPerf‑3ms,H559,Song of Songs,2,205
ק֥וּמִי,H6965,qū·mî,Rise up,V‑Qal‑Imp‑fs,H6965,Song of Songs,2,206
וּלְכִי־,H1980,ū·lə·ḵî-,and come away,Conj‑w | V‑Qal‑Imp‑fs,H1980,Song of Songs,2,209
(הַסְּתָ֖יו),H5638,has·sə·ṯāw,the winter,Art | N‑ms,H5638,Song of Songs,2,211
עָבָ֑ר,H5674,‘ā·ḇār;,is past,V‑Qal‑Perf‑3ms,H5674,Song of Songs,2,212
הַגֶּ֕שֶׁם,H1653,hag·ge·šem,the rain,Art | N‑ms,H1653,Song of Songs,2,213
חָלַ֖ף,H2498,ḥā·lap̄,is over,V‑Qal‑Perf‑3ms,H2498,Song of Songs,2,214
בָאָ֔רֶץ,H776,"ḇā·’ā·reṣ,",on the earth,"Prep‑b, Art | N‑fs",H776,Song of Songs,2,217
עֵ֥ת,H6256,‘êṯ,the time,N‑csc,H6256,Song of Songs,2,218
הַזָּמִ֖יר,H2158,haz·zā·mîr,of singing,Art | N‑ms,H2158,Song of Songs,2,219
הִגִּ֑יעַ,H5060,hig·gî·a‘;,has come,V‑Hifil‑Perf‑3ms,H5060,Song of Songs,2,220
וְק֥וֹל,H6963,wə·qō·wl,and the voice,Conj‑w | N‑msc,H6963,Song of Songs,2,221
